original_original,original_city,original_area,original_abbreviation,original_state,lat,lon,formatted,name,housenumber,street,district,suburb,postcode,city,county,county_code,state,state_code,country,country_code,confidence,confidence_street_level,confidence_city_level,attribution,attribution_license,attribution_url
SawaiMadhopur_Central_DPP_1 (Rajasthan),SawaiMadhopur,Central,DPP1,Rajasthan,26.958179,75.843657,"Regenta Central, Amer Road, Ward 148, Jaipur - 302028, RJ, India",Regenta Central,,Amer Road,Zone 10,Ward 148,302028,Jaipur,Jaipur,JP,Rajasthan,RJ,India,in,0.10176923076923076,0.10176923076923076,0.23076923076923078,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Haldwani_PiliKoti_D (Uttarakhand),Haldwani,PiliKoti,D,Uttarakhand,,,,,,,,,,,,,,,,,,,,,,
Tirtol_Central_D_2 (Orissa),Tirtol,Central,D2,Orissa,44,21,"Central Serbia, Serbia",Central Serbia,,,,,,,,,,,Serbia,rs,0,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Katni_Bargawan_DC (Madhya Pradesh),Katni,Bargawan,DC,Madhya Pradesh,23.8295044,80.38201452792003,"Bargawan, MP, India",,,,Bargawan,,,Bargawan,Katni Nagar,,Madhya Pradesh,MP,India,in,0.45,,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bhilwara_DC (Rajasthan),Bhilwara,,DC,Rajasthan,24.5399012,76.0494661,"Bhilwara, RJ, India",,,,,,,Bhilwara,Jhalrapatan Tehsil,,Rajasthan,RJ,India,in,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kirauli_AchneraRD_D (Uttar Pradesh),Kirauli,AchneraRD,D,Uttar Pradesh,27.10885,78.90186,"Kirauli, Kerawali, MP, India",Kirauli,,,,Kirauli,,Kerawali,Mainpuri,MP,Uttar Pradesh,UP,India,in,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Nedumangad_Arsprmbu_D (Kerala),Nedumangad,Arsprmbu,D,Kerala,8.6052249,77.0029782,"Nedumangad, KL, India",,,,,,695544,Nedumangad,Nedumangad,,Kerala,KL,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tandur_SnthiNGR_D (Telangana),Tandur,SnthiNGR,D,Telangana,17.98708,78.9407,"Tandur, Tadoor, WA, India",Tandur,,,,Tandur,,Tadoor,Warangal,WA,Telangana,TG,India,in,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Vikarabad_Central_DPP_2 (Telangana),Vikarabad,Central,DPP2,Telangana,17.3379216,77.9039857,"Vikarabad, TG, India",,,,,,501102,Vikarabad,Vikarabad mandal,,Telangana,TG,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Shadnagar_Central_D_1 (Telangana),Shadnagar,Central,D1,Telangana,17.0671702,78.2045948,"Shadnagar, TG, India",,,,,,509216,Shadnagar,Farooqnagar mandal,,Telangana,TG,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kayamkulam_Bhrnikvu_D (Kerala),Kayamkulam,Bhrnikvu,D,Kerala,9.1723603,76.500061,"Kayamkulam, KL, India",,,,,,690502,Kayamkulam,Karthikappally,,Kerala,KL,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Manthuka_Central_D_1 (Kerala),Manthuka,Central,D1,Kerala,9.258892,76.6594901,"Manthuka (Kozhencherry), KL, India",,,,,,689504,Kozhencherry,Pathanamthitta,,Kerala,KL,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rohtak (Haryana),Rohtak,,,Haryana,28.9010899,76.5801935,"Rohtak, HR, India",,,,,,124001,Rohtak,Rohtak,,Haryana,HR,India,in,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Surathkal_DC (Karnataka),Surathkal,,DC,Karnataka,12.9893484,74.8002073,"Surathkal, KA, India",,,,,,575014,Surathkal,Mangaluru taluk,,Karnataka,KA,India,in,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Guwahati_Chandmari (Assam),Guwahati,,Chandmari,Assam,26.1805978,91.753943,"Guwahati, AS, India",,,,,,781015,Guwahati,Guwahati,,Assam,AS,India,in,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
PNQ Rahatani DPC (Maharashtra),PNQ,Rahatani,DPC,Maharashtra,18.580374900000002,73.9182264958952,"Pune International Airport, Airport Road, Pune - 411014, MH, India",Pune International Airport,,Airport Road,,,411014,Pune,Pune District,,Maharashtra,MH,India,in,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Garhshnker_Jagrata_D (Punjab),Garhshnker,Jagrata,D,Punjab,,,,,,,,,,,,,,,,,,,,,,
Hyd_Uppal_Dc (Telangana),Hyd,Uppal,Dc,Telangana,17.231403049999997,78.4316883457017,"Rajiv Gandhi International Airport, Departure Dr, - 500006, TG, India",Rajiv Gandhi International Airport,,Departure Dr,,,500006,,Balapur mandal,,Telangana,TG,India,in,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ghatkesar_Central_D_1 (Telangana),Ghatkesar,Central,D1,Telangana,17.452154,78.682805,"Ghatkesar, RA, India",,,,,,,Ghatkesar,Rangareddi,RA,Telangana,TG,India,in,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Amreli_MrktYrd_DC (Gujarat),Amreli,MrktYrd,DC,Gujarat,21.6009239,71.2168014,"Amreli, GJ, India",,,,,,364600,Amreli,Amreli Taluka,,Gujarat,GJ,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nagpur_Gondkhry_H (Maharashtra),Nagpur,Gondkhry,H,Maharashtra,21.1498134,79.0820556,"Nagpur, MH, India",,,,,,,Nagpur,Nagpur Urban Taluka,,Maharashtra,MH,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chennai_Sholinganallur_Dc (Tamil Nadu),Chennai,Sholinganallur,Dc,Tamil Nadu,12.895408,80.233845,"Sholinganallur, Chennai, CH, India",Sholinganallur,,,Sholinganallur,,,Chennai,Chennai,CH,Tamil Nadu,TN,India,in,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Mehkar_SagarDPP_D (Maharashtra),Mehkar,SagarDPP,D,Maharashtra,20.1508476,76.5690168,"Mehkar, MH, India",,,,,,443301,Mehkar,Mehkar,,Maharashtra,MH,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chikhli_KKndrDPP_D (Maharashtra),Chikhli,KKndrDPP,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
Narsingpur_JrjolDPP_D (Madhya Pradesh),Narsingpur,JrjolDPP,D,Madhya Pradesh,22.625382,74.683971,"Narsingh Pura, JB, India",,,,,,,Narsingh Pura,Jhabua,JB,Madhya Pradesh,MP,India,in,0.4166666666666667,,0.8333333333333334,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Bareli_SourvDPP_D (Madhya Pradesh),Bareli,SourvDPP,D,Madhya Pradesh,,,,,,,,,,,,,,,,,,,,,,
Ambah_MrenTirh_D (Madhya Pradesh),Ambah,MrenTirh,D,Madhya Pradesh,26.7058606,78.2301661,"Ambah, MP, India",,,,,,476111,Ambah,Ambah Tahsil,,Madhya Pradesh,MP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bhind_BhrolDPP_D (Madhya Pradesh),Bhind,BhrolDPP,D,Madhya Pradesh,26.5652355,78.7889864,"Bhind, MP, India",,,,,,,Bhind,Bhind Nagar Tahsil,,Madhya Pradesh,MP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kilimanoor_Krvnkuzy_D (Kerala),Kilimanoor,Krvnkuzy,D,Kerala,8.7703581,76.8809615,"Kilimanoor, KL, India",,,,,,695600,Kilimanoor,Chirayinkeezhu,,Kerala,KL,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Peterbar_GagiDPP_D (Jharkhand),Peterbar,GagiDPP,D,Jharkhand,,,,,,,,,,,,,,,,,,,,,,
Meerut (Uttar Pradesh),Meerut,,,Uttar Pradesh,28.9963296,77.7061915,"Meerut, UP, India",,,,,,250001,Meerut,Meerut,,Uttar Pradesh,UP,India,in,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Barhi_Central_DPP_1 (Madhya Pradesh),Barhi,Central,DPP1,Madhya Pradesh,23.9027271,80.8158787,"Barhi, MP, India",,,,,,483770,Barhi,Barhi Tahsil,,Madhya Pradesh,MP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hisar_AgrohDPP_D (Haryana),Hisar,AgrohDPP,D,Haryana,29.1562688,75.7292303,"Hisar, HR, India",,,,,,125001,Hisar,Hisar,,Haryana,HR,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ratia_SchdvDPP_D (Haryana),Ratia,SchdvDPP,D,Haryana,29.6862307,75.5750521,"Ratia, HR, India",,,,,,125051,Ratia,Ratia,,Haryana,HR,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Addanki_Oilmilrd_D (Andhra Pradesh),Addanki,Oilmilrd,D,Andhra Pradesh,15.8110285,79.9737896,"Addanki, AP, India",,,,,,523201,Addanki,Addanki,,Andhra Pradesh,AP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tenkasi_RailwyRd_D (Tamil Nadu),Tenkasi,RailwyRd,D,Tamil Nadu,8.9560546,77.3058504,"Tenkasi, TN, India",,,,,,627800,Tenkasi,Tenkasi,,Tamil Nadu,TN,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Naharlagun_JmpuCntr_D (Arunachal Pradesh),Naharlagun,JmpuCntr,D,Arunachal Pradesh,27.103045,93.6923923,"Naharlagun, AR, India",,,,,,791110,Naharlagun,Naharlagun EAC,,Arunachal Pradesh,AR,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Keshiary_MdnprDPP_D (West Bengal),Keshiary,MdnprDPP,D,West Bengal,22.13051,87.22741,"Keshiary, WM, India",,,,,,,Keshiary,Paschim Medinipur,WM,West Bengal,WB,India,in,0.5,,1,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Manglamaro_Bypassrd_D (West Bengal),Manglamaro,Bypassrd,D,West Bengal,,,,,,,,,,,,,,,,,,,,,,
Contai_Kanakpur_D (West Bengal),Contai,Kanakpur,D,West Bengal,21.7805923,87.7448286,"Contai, WB, India",,,,,,721401,Contai,Contai-I,,West Bengal,WB,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gotan_DKLogDPP_D (Rajasthan),Gotan,DKLogDPP,D,Rajasthan,26.65551,73.7371,"Gotan, NA, India",,,,,,,Gotan,Nagaur,NA,Rajasthan,RJ,India,in,0.5,,1,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
SirhindFatehgarh_DC (Punjab),SirhindFatehgarh,,DC,Punjab,,,,,,,,,,,,,,,,,,,,,,
Rajpura_DC (Punjab),Rajpura,,DC,Punjab,30.2668513,76.1294173,"Rajpura, PB, India",,,,,,,Rajpura,Bhawanigarh Tahsil,,Punjab,PB,India,in,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hyd_Chandanagar_Dc (Telangana),Hyd,Chandanagar,Dc,Telangana,17.373828,78.261726,"Chandanagar, RA, India",,,,,,,Chandanagar,Rangareddi,RA,Telangana,TG,India,in,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Sangareddy_Pothredy_D (Telangana),Sangareddy,Pothredy,D,Telangana,17.6155151,78.0817225,"Sangareddy mandal, TG, India",,,,,,,Sangareddy mandal,Sangareddy,,Telangana,TG,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Trivandrum_Mnanthla_D (Kerala),Trivandrum,Mnanthla,D,Kerala,8.487468,76.952869,"Thiruvananthapuram, TV, India",,,,,,,Thiruvananthapuram,Thiruvananthapuram,TV,Kerala,KL,India,in,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Koratla_BhemuDPP_D (Telangana),Koratla,BhemuDPP,D,Telangana,,,,,,,,,,,,,,,,,,,,,,
Silapathar_Hejunagr_D (Assam),Silapathar,Hejunagr,D,Assam,27.5893833,94.7255857,"Silapathar, AS, India",,,,,,787059,Silapathar,Sissibargaon,,Assam,AS,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Parwanoo_Central_D_1 (Himachal Pradesh),Parwanoo,Central,D1,Himachal Pradesh,30.837887,76.9601747,"Parwanoo, HP, India",,,,,,173220,Parwanoo,Kasauli,,Himachal Pradesh,HP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Belgaum_Dc (Karnataka),Belgaum,,Dc,Karnataka,15.8572666,74.5069343,"Belagavi, KA, India",,,,,,590001,Belagavi,Belagavi taluku,,Karnataka,KA,India,in,0.42857142857142855,,0.42857142857142855,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Barwala_Central_DPP_1 (Haryana),Barwala,Central,DPP1,Haryana,29.363941,75.905105,"Barwala, HI, India",,,,,,,Barwala,Hissar,HI,Haryana,HR,India,in,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Dharwad_Dc (Karnataka),Dharwad,,Dc,Karnataka,15.4540505,75.0066516,"Dharwad, KA, India",,,,,,580001,Dharwad,Dharawada taluku,,Karnataka,KA,India,in,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mumbai_Tejpal_M (Maharashtra),Mumbai,Tejpal,M,Maharashtra,19.098699,72.8443025,"Tejpal Road, Vile Parle East, Mumbai - 400057, MH, India",Tejpal Road,,Tejpal Road,Zone 3,Vile Parle East,400057,Mumbai,,,Maharashtra,MH,India,in,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mumbai_Tejpal_I (Maharashtra),Mumbai,Tejpal,I,Maharashtra,19.098699,72.8443025,"Tejpal Road, Vile Parle East, Mumbai - 400057, MH, India",Tejpal Road,,Tejpal Road,Zone 3,Vile Parle East,400057,Mumbai,,,Maharashtra,MH,India,in,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chalisgaon_BhadgDPP_D (Maharashtra),Chalisgaon,BhadgDPP,D,Maharashtra,20.4626213,75.0069134,"Chalisgaon, MH, India",,,,,,,Chalisgaon,Chalisgaon,,Maharashtra,MH,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jabalpur (Madhya Pradesh),Jabalpur,,,Madhya Pradesh,23.1701522,79.9324505,"Jabalpur, MP, India",,,,,,,Jabalpur,Ranjhi Tahsil,,Madhya Pradesh,MP,India,in,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tadipatri_CBRoad_D (Andhra Pradesh),Tadipatri,CBRoad,D,Andhra Pradesh,14.9069559,78.0097071,"Tadipatri, AP, India",,,,,,515400,Tadipatri,Tadpatri,,Andhra Pradesh,AP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Proddatur_Central_D_2 (Andhra Pradesh),Proddatur,Central,D2,Andhra Pradesh,14.7555953,78.5501531,"Proddatur, AP, India",,,,,,516360,Proddatur,Proddatur,,Andhra Pradesh,AP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Cuddapah_DC (Andhra Pradesh),Cuddapah,,DC,Andhra Pradesh,14.4956602,78.8349278,"Patha Cuddapah, AP, India",,,,,,516002,Patha Cuddapah,Kadapa,,Andhra Pradesh,AP,India,in,0.9,,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Badvel_Sidrd_D (Andhra Pradesh),Badvel,Sidrd,D,Andhra Pradesh,14.7433614,79.0610394,"Badvel, AP, India",,,,,,516227,Badvel,Badvel,,Andhra Pradesh,AP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pune_East_D_8 (Maharashtra),Pune,East,D8,Maharashtra,18.5136716,73.8798807,"East Street, Pune Cantonment, Pune - 411001, MH, India",East Street,,East Street,,Pune Cantonment,411001,Pune,Pune District,,Maharashtra,MH,India,in,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kushinagar_JiswlDPP_D (Uttar Pradesh),Kushinagar,JiswlDPP,D,Uttar Pradesh,26.7438272,83.9162322,"Kushinagar, UP, India",,,,,,274402,Kushinagar,Kasya,,Uttar Pradesh,UP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sujangarh_JngidDPP_D (Rajasthan),Sujangarh,JngidDPP,D,Rajasthan,27.7018278,74.468707,"Sujangarh, RJ, India",,,,,,331507,Sujangarh,Sujangarh Tehsil,,Rajasthan,RJ,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Unnao_VikasRam_D (Uttar Pradesh),Unnao,VikasRam,D,Uttar Pradesh,26.543584,80.487148,"Unnao, UP, India",,,,,,209800,Unnao,Unnao,,Uttar Pradesh,UP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sangamner_JawanChk_D (Maharashtra),Sangamner,JawanChk,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
Delhi_Jhilmil_L (Delhi),Delhi,Jhilmil,L,Delhi,28.67572,77.312395,"Jhilmil Colony, Delhi - 110095, DL, India",Jhilmil,,,,Jhilmil Colony,110095,Delhi,South West Delhi,SW,Delhi,DL,India,in,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kaliyaganj_Central_DPP_1 (West Bengal),Kaliyaganj,Central,DPP1,West Bengal,25.6370577,88.328104,"Kaliyaganj, WB, India",,,,,,733129,Kaliyaganj,Kaliyaganj,,West Bengal,WB,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Panskura_Central_D_3 (West Bengal),Panskura,Central,D3,West Bengal,22.3994709,87.7175073,"Panskura, WB, India",,,,,,721139,Panskura,Panskura,,West Bengal,WB,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dehradun_Nirjanpur_L (Uttarakhand),Dehradun,Nirjanpur,L,Uttarakhand,30.3255646,78.0436813,"Dehradun, UT, India",,,,,,248001,Dehradun,Dehradun,,Uttarakhand,UT,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pune Balaji Nagar (Maharashtra),Pune Balaji Nagar,,,Maharashtra,17.649663,75.986909,"Balaji Nagar, SO, India",,,,,,,Balaji Nagar,Solapur,SO,Maharashtra,MH,India,in,0.6666666666666667,,0.6666666666666667,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Kandi_DohalDPP_D (West Bengal),Kandi,DohalDPP,D,West Bengal,23.957862,88.0422449,"Kandi, WB, India",,,,,,742137,Kandi,Kandi,,West Bengal,WB,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Balugaon_Thikiri_D (Orissa),Balugaon,Thikiri,D,Orissa,,,,,,,,,,,,,,,,,,,,,,
Giddarbaha_DC (Punjab),Giddarbaha,,DC,Punjab,30.2051335,74.6635003,"Giddarbaha, PB, India",,,,,,152100,Giddarbaha,Gidderbaha Tahsil,,Punjab,PB,India,in,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gadchiroli_Central_DPP_1 (Maharashtra),Gadchiroli,Central,DPP1,Maharashtra,20.1853965,80.003509,"Gadchiroli, MH, India",,,,,,442605,Gadchiroli,Gadchiroli Taluka,,Maharashtra,MH,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Allahabad_Mirapati_L (Uttar Pradesh),Allahabad,Mirapati,L,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,
Faridabad_Old (Haryana),Faridabad,,Old,Haryana,28.4031478,77.3105561,"Faridabad, HR, India",,,,,,121001,Faridabad,Faridabad,,Haryana,HR,India,in,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Atapadi_Vidyangr_D (Maharashtra),Atapadi,Vidyangr,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
Bhadohi_Rajpura_D (Uttar Pradesh),Bhadohi,Rajpura,D,Uttar Pradesh,25.3941093,82.5701465,"Bhadohi, UP, India",,,,,,221400,Bhadohi,Bhadohi,,Uttar Pradesh,UP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bomdila_CTRoad_D (Arunachal Pradesh),Bomdila,CTRoad,D,Arunachal Pradesh,27.264445,92.4206519,"Bomdila, AR, India",,,,,,,Bomdila,Bomdila HQ,,Arunachal Pradesh,AR,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nimbahera_MsjidDPP_D (Rajasthan),Nimbahera,MsjidDPP,D,Rajasthan,,,,,,,,,,,,,,,,,,,,,,
Gopiganj_Wardno13_D (Uttar Pradesh),Gopiganj,Wardno13,D,Uttar Pradesh,25.2844591,82.4326002,"Gopiganj, UP, India",,,,,,221303,Gopiganj,Gyanpur,,Uttar Pradesh,UP,India,in,0.25,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kasganj_BnkrGate_D (Uttar Pradesh),Kasganj,BnkrGate,D,Uttar Pradesh,27.8077034,78.6456226,"Kasganj, UP, India",,,,,,207123,Kasganj,Kasganj,,Uttar Pradesh,UP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Abohar_DC (Punjab),Abohar,,DC,Punjab,30.1450543,74.1956597,"Abohar, PB, India",,,,,,152116,Abohar,Abohar Tahsil,,Punjab,PB,India,in,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Malout_DC (Punjab),Malout,,DC,Punjab,30.1890608,74.4994549,"Malout, PB, India",,,,,,,Malout,Malout Tahsil,,Punjab,PB,India,in,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Central Goa (Goa),,Central Goa,,Goa,15.620579,73.825955,"Colvale Central Jail, Kucheli, - 403529, GA, India",,,Colvale Central Jail,,Kucheli,403529,,North Goa,NG,Goa,GA,India,in,0.81,0.6561000000000001,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vuyyuru_BhogdDPP_D (Andhra Pradesh),Vuyyuru,BhogdDPP,D,Andhra Pradesh,16.3638021,80.8427241,"Vuyyuru, AP, India",,,,,,521165,Vuyyuru,Vuyyuru,,Andhra Pradesh,AP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Latur_Srnwsngr_D (Maharashtra),Latur,Srnwsngr,D,Maharashtra,18.3982273,76.5625913,"Latur, MH, India",,,,,,413512,Latur,Latur,,Maharashtra,MH,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Udgir_NlgaonRd_D (Maharashtra),Udgir,NlgaonRd,D,Maharashtra,18.3921349,77.1196118,"Udgir, MH, India",,,,,,413517,Udgir,Udgir,,Maharashtra,MH,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Baripada_KalikDPP_D (Orissa),Baripada,KalikDPP,D,Orissa,,,,,,,,,,,,,,,,,,,,,,
Vadodara_Karelibaug_DC (Gujarat),Vadodara,Karelibaug,DC,Gujarat,22.2973142,73.1942567,"Vadodara, GJ, India",,,,,,390001,Vadodara,Vadodara Rural Taluka,,Gujarat,GJ,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Palakollu_CroadDPP_D (Andhra Pradesh),Palakollu,CroadDPP,D,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,
Jamui_Mehsouri_D (Bihar),Jamui,Mehsouri,D,Bihar,,,,,,,,,,,,,,,,,,,,,,
KharagpurBR_Central_DPP_1 (Bihar),KharagpurBR,Central,DPP1,Bihar,,,,,,,,,,,,,,,,,,,,,,
Munger_Kaura_D (Bihar),Munger,Kaura,D,Bihar,,,,,,,,,,,,,,,,,,,,,,
Bhadaur_BChwkDPP_D (Punjab),Bhadaur,BChwkDPP,D,Punjab,,,,,,,,,,,,,,,,,,,,,,
Kolhapur_Central_H_2 (Maharashtra),Kolhapur,Central,H2,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
Balipara_EragnDPP_D (Assam),Balipara,EragnDPP,D,Assam,,,,,,,,,,,,,,,,,,,,,,
Jharsuguda_MbRoad_D (Orissa),Jharsuguda,MbRoad,D,Orissa,,,,,,,,,,,,,,,,,,,,,,
Manteswar_MemariRD_D (West Bengal),Manteswar,MemariRD,D,West Bengal,,,,,,,,,,,,,,,,,,,,,,
Madnapalle_PngnrRd_D (Andhra Pradesh),Madnapalle,PngnrRd,D,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,
Kothanalloor_Majoor_D (Kerala),Kothanalloor,Majoor,D,Kerala,,,,,,,,,,,,,,,,,,,,,,
Hoshangabad_MnRDDPP_D (Madhya Pradesh),Hoshangabad,MnRDDPP,D,Madhya Pradesh,,,,,,,,,,,,,,,,,,,,,,
Bilaspur_GrmNgriya_D (Uttar Pradesh),Bilaspur,GrmNgriya,D,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,
Nirjuli_BageDPP_D (Arunachal Pradesh),Nirjuli,BageDPP,D,Arunachal Pradesh,,,,,,,,,,,,,,,,,,,,,,
Nabarangpr_PhdofDPP_D (Orissa),Nabarangpr,PhdofDPP,D,Orissa,,,,,,,,,,,,,,,,,,,,,,
Surat_Varachha_DC (Gujarat),Surat,Varachha,DC,Gujarat,,,,,,,,,,,,,,,,,,,,,,
Bhiwani_DC (Haryana),Bhiwani,,DC,Haryana,,,,,,,,,,,,,,,,,,,,,,
Chabua_CollgeRD_D (Assam),Chabua,CollgeRD,D,Assam,,,,,,,,,,,,,,,,,,,,,,
PaliBirsighpr_CtyLgDPP_D (Madhya Pradesh),PaliBirsighpr,CtyLgDPP,D,Madhya Pradesh,,,,,,,,,,,,,,,,,,,,,,
Mau_BaliaMod_D (Uttar Pradesh),Mau,BaliaMod,D,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,
Bellmpalli_BasthDPP_D (Telangana),Bellmpalli,BasthDPP,D,Telangana,,,,,,,,,,,,,,,,,,,,,,
Raiganj_SubrtDPP_D (West Bengal),Raiganj,SubrtDPP,D,West Bengal,,,,,,,,,,,,,,,,,,,,,,
Bengaluru_South_D_20 (Karnataka),Bengaluru,South,D20,Karnataka,,,,,,,,,,,,,,,,,,,,,,
Gohana_DvlalDPP_D (Haryana),Gohana,DvlalDPP,D,Haryana,,,,,,,,,,,,,,,,,,,,,,
