original_original,original_city,original_area,original_abbreviation,original_state,lat,lon,formatted,name,housenumber,street,suburb,district,postcode,city,county_code,county,state,state_code,country,country_code,confidence_building_level,confidence,confidence_street_level,confidence_city_level,attribution,attribution_license,attribution_url
AhmedNagar_DC (Maharashtra),AhmedNagar,,DC,Maharashtra,21.1727469,78.5651636,"Ahmednagar, MH, India",,,,,,,Ahmednagar,,Katol,Maharashtra,MH,India,in,,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Parner_Hindcwk_D (Maharashtra),Parner,Hindcwk,D,Maharashtra,19.001447,74.442028,"Parner, MH, India",,,,,,,Parner,,Ahmednagar,Maharashtra,MH,India,in,,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Shirur_Central_DPP_3 (Maharashtra),Shirur,Central,DPP3,Maharashtra,19.065532,75.426737,"Shirur, BI, India",,,,,,,Shirur,BI,Bid,Maharashtra,MH,India,in,,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Pukhrayan_Arulimod_D (Uttar Pradesh),Pukhrayan,Arulimod,D,Uttar Pradesh,26.2269466,79.8397679,"Pukhrayan, UP, India",,,,,,209111,Pukhrayan,,Bhognipur,Uttar Pradesh,UP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Orai_Ajnari_D (Uttar Pradesh),Orai,Ajnari,D,Uttar Pradesh,25.9863918,79.4534538,"Orai, UP, India",,,,,,,Orai,,Orai,Uttar Pradesh,UP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bailhongal_NamoNagr_D (Karnataka),Bailhongal,NamoNagr,D,Karnataka,15.816422,74.8568692,"Bailhongal, KA, India",,,,,,591102,Bailhongal,,Bailahongala taluku,Karnataka,KA,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kanker_KrisnKunj_D (Chhattisgarh),Kanker,KrisnKunj,D,Chhattisgarh,20.2692747,81.4932111,"Kanker, CT, India",,,,,,494334,Kanker,,Kanker Tahsil,Chhattisgarh,CT,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bengaluru_Bnnrghta_L (Karnataka),Bengaluru,Bnnrghta,L,Karnataka,12.9767936,77.590082,"Bengaluru, KA, India",,,,,,560001,Bengaluru,,Bangalore North,Karnataka,KA,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rampur_RoshnBgh_I (Uttar Pradesh),Rampur,RoshnBgh,I,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,,
Bareilly_Central_D_2 (Uttar Pradesh),Bareilly,Central,D2,Uttar Pradesh,28.355099,79.417851,"Bareilly, UP, India",,,,,,243001,Bareilly,,Bareilly,Uttar Pradesh,UP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Faridpur_ShjnprRD_D (Uttar Pradesh),Faridpur,ShjnprRD,D,Uttar Pradesh,25.92991,80.399484,"Faridpur, FT, India",,,,,,,Faridpur,FT,Fatehpur,Uttar Pradesh,UP,India,in,,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Chennai_Hub (Tamil Nadu),Chennai,,Hub,Tamil Nadu,13.0836939,80.270186,"Chennai, TN, India",,,,,,600001,Chennai,,Chennai,Tamil Nadu,TN,India,in,,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tirupati_Balajicly_I (Andhra Pradesh),Tirupati,Balajicly,I,Andhra Pradesh,13.63551,79.41989,"Tirupati, CH, India",,,,,,,Tirupati,CH,Chittoor,Andhra Pradesh,AP,India,in,,0.5,,1,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Puttur_Artmclny_D (Andhra Pradesh),Puttur,Artmclny,D,Andhra Pradesh,13.4381418,79.5522138,"Puttur, AP, India",,,,,,517583,Puttur,,Puttur,Andhra Pradesh,AP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Koduru_MGRoad_D (Andhra Pradesh),Koduru,MGRoad,D,Andhra Pradesh,18.468884,83.3928,"Koduru, VZ, India",,,,,,,Koduru,VZ,Vizianagaram,Andhra Pradesh,AP,India,in,,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Rajampet_RSRoad_D (Andhra Pradesh),Rajampet,RSRoad,D,Andhra Pradesh,14.1935867,79.1585757,"Rajampet, AP, India",,,,,,516100,Rajampet,,Rajampet,Andhra Pradesh,AP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Midnapore_Talkui_D (West Bengal),Midnapore,Talkui,D,West Bengal,22.4207025,87.3269963,"Medinipur, WB, India",,,,,,721101,Medinipur,,Midnapore,West Bengal,WB,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bangarapet_KolarRd_D (Karnataka),Bangarapet,KolarRd,D,Karnataka,,,,,,,,,,,,,,,,,,,,,,,
Bethamangala_FshryOFC_D (Karnataka),Bethamangala,FshryOFC,D,Karnataka,13.007815,78.328732,"Bethamangala, KA, India",,,,,,,Bethamangala,,Kolar,Karnataka,KA,India,in,,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Balasore_Ganeshwr_D (Orissa),Balasore,Ganeshwr,D,Orissa,,,,,,,,,,,,,,,,,,,,,,,
Betnoti_MhliaDPP_D (Orissa),Betnoti,MhliaDPP,D,Orissa,,,,,,,,,,,,,,,,,,,,,,,
Ramnagar_BhwniGnj_D (Uttarakhand),Ramnagar,BhwniGnj,D,Uttarakhand,29.394835,79.126934,"Rāmnagar, UT, India",,,,,,244715,Rāmnagar,,Ramnagar,Uttarakhand,UT,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kashipur_Vaishali_D (Uttarakhand),Kashipur,Vaishali,D,Uttarakhand,29.2117573,78.9617306,"Kashipur, UT, India",,,,,,244713,Kashipur,,Kashipur,Uttarakhand,UT,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kashipur_BajprDPP_D (Uttarakhand),Kashipur,BajprDPP,D,Uttarakhand,29.2117573,78.9617306,"Kashipur, UT, India",,,,,,244713,Kashipur,,Kashipur,Uttarakhand,UT,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Baraut_SrnprHwy_D (Uttar Pradesh),Baraut,SrnprHwy,D,Uttar Pradesh,25.336763,82.265028,"Baraut, Handia, AH, India",Baraut,,,Baraut,,,Handia,AH,Allahabad,Uttar Pradesh,UP,India,in,,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Shamli_KarnalRd_D (Uttar Pradesh),Shamli,KarnalRd,D,Uttar Pradesh,29.4483494,77.3087719,"Shamli, UP, India",,,,,,247776,Shamli,,Shamli,Uttar Pradesh,UP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Budhana_Busstand_D (Uttar Pradesh),Budhana,Busstand,D,Uttar Pradesh,29.2873733,77.4755748,"Budhana, UP, India",,,,,,251309,Budhana,,Budhana,Uttar Pradesh,UP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mumbai_Ghansoli_DC (Maharashtra),Mumbai,Ghansoli,DC,Maharashtra,19.1218059,72.99173609162904,"Ghansoli Bus Depot, Ghansoli, Navi Mumbai, Thane Taluka, India",Ghansoli Bus Depot,,,Ghansoli,,,Navi Mumbai,,Thane Taluka,Maharashtra,MH,India,in,,0.9,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Aurangabad_Central_H_1 (Maharashtra),Aurangabad,Central,H1,Maharashtra,19.877574,75.324791,"Central Library, Aurangabad - 431002, MH, India",,,Central Library,,,431002,Aurangabad,AU,Aurangabad,Maharashtra,MH,India,in,,0.9,0.9,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Patran_MheshNGR_D (Punjab),Patran,MheshNGR,D,Punjab,29.95079,76.054666,"Patran, PT, India",,,,,,,Patran,PT,Patiala,Punjab,PB,India,in,,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Vadodara (Gujarat),Vadodara,,,Gujarat,22.2973142,73.1942567,"Vadodara, GJ, India",,,,,,390001,Vadodara,,Vadodara Rural Taluka,Gujarat,GJ,India,in,,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bellary_Dc (Karnataka),Bellary,,Dc,Karnataka,15.1433952,76.9193876,"Ballari, KA, India",,,,,,583101,Ballari,,Bellary taluk,Karnataka,KA,India,in,,0.9,,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Molakalmuru_KnsgraRD_D (Karnataka),Molakalmuru,KnsgraRD,D,Karnataka,14.7173158,76.7454574,"Molakalmuru, KA, India",,,,,,577535,Molakalmuru,,Molakalmuru taluku,Karnataka,KA,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Challakere_Shivangr_D (Karnataka),Challakere,Shivangr,D,Karnataka,14.3134476,76.6497826,"Challakere, KA, India",,,,,,577522,Challakere,,Challakere taluku,Karnataka,KA,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mumbai_Jogshwri_I (Maharashtra),Mumbai,Jogshwri,I,Maharashtra,19.054999,72.8692035,"Mumbai, MH, India",,,,,,,Mumbai,,,Maharashtra,MH,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ranipet_MBTRd_DC (Tamil Nadu),Ranipet,MBTRd,DC,Tamil Nadu,12.9292452,79.3321712,"Ranipet, TN, India",,,,,,632401,Ranipet,,Wallajah,Tamil Nadu,TN,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sholinghur_ArkonmRD_D (Tamil Nadu),Sholinghur,ArkonmRD,D,Tamil Nadu,13.1151925,79.4231084,"Sholinghur, TN, India",,,,,,631102,Sholinghur,,Wallajah,Tamil Nadu,TN,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Manbazar_Central_DPP_1 (West Bengal),Manbazar,Central,DPP1,West Bengal,23.0598701,86.6607278,"Manbazar, WB, India",,,,,,723131,Manbazar,,Manbazar - I,West Bengal,WB,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Khatra_KoralDPP_D (West Bengal),Khatra,KoralDPP,D,West Bengal,22.975325,86.8539608,"Khatra, WB, India",,,,,,722140,Khatra,,Khatra,West Bengal,WB,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Simlapal_Central_D_1 (West Bengal),Simlapal,Central,D1,West Bengal,22.9108794,87.0707273,"Simlapal, WB, India",,,,,,722151,Simlapal,,Simlapal,West Bengal,WB,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bhadrachalam_ITDARd_D (Telangana),Bhadrachalam,ITDARd,D,Telangana,17.6688019,80.8940083,"Bhadrachalam, TG, India",,,,,,507111,Bhadrachalam,,Bhadradri Kothagudem,Telangana,TG,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Manuguru_AskNagar_D (Telangana),Manuguru,AskNagar,D,Telangana,17.9383442,80.8179917,"Manuguru, TG, India",,,,,,507125,Manuguru,,Manuguru mandal,Telangana,TG,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Cjb_Kovaipudur_Dc (Tamil Nadu),Cjb,Kovaipudur,Dc,Tamil Nadu,10.94215,76.92902,"Kovaipudur, Coimbatore, CM, India",Kovaipudur,,,Kovaipudur,,,Coimbatore,CM,Coimbatore,Tamil Nadu,TN,India,in,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Cjb_West_Dc (Tamil Nadu),Cjb,West,Dc,Tamil Nadu,11.022501,76.993403,"4th cross west, Coimbatore - 641004, TN, India",,,4th cross west,,,641004,Coimbatore,CM,Coimbatore,Tamil Nadu,TN,India,in,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bhandara_RjnaiDPP_D (Maharashtra),Bhandara,RjnaiDPP,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,,
Bhandara_KaremDPP_D (Maharashtra),Bhandara,KaremDPP,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,,
Guwahati_Sixmile (Assam),Guwahati,,Sixmile,Assam,26.1805978,91.753943,"Guwahati, AS, India",,,,,,781015,Guwahati,,Guwahati,Assam,AS,India,in,,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vadodara_Karelibaug_DPC (Gujarat),Vadodara,Karelibaug,DPC,Gujarat,22.2973142,73.1942567,"Vadodara, GJ, India",,,,,,390001,Vadodara,,Vadodara Rural Taluka,Gujarat,GJ,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
PNQ Vadgaon Sheri DPC (Maharashtra),PNQ,Vadgaon Sheri,DPC,Maharashtra,19.405779,75.70204,"Maharashtra, India",Maharashtra,,,,,,,,,Maharashtra,MH,India,in,,0.25,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Durgapur_Central_I_1 (West Bengal),Durgapur,Central,I1,West Bengal,23.5412872,87.33648522109445,"Central Jail, St. Xaviers Road, Durgapur - 713200, WB, India",Central Jail,,St. Xaviers Road,,,713200,Durgapur,,Faridpur Durgapur,West Bengal,WB,India,in,,0.44099999999999995,0.44099999999999995,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Noida_Sec-83_DC (Uttar Pradesh),Noida,Sec-83,DC,Uttar Pradesh,28.591476,77.325678,"B1, Sec-8, Noida - 201301, UP, India",,B1,Sec-8,,,201301,Noida,GB,Gautam Buddha Nagar,Uttar Pradesh,UP,India,in,,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Saundatti_ShanthiS_D (Karnataka),Saundatti,ShanthiS,D,Karnataka,15.7671818,75.1174834,"Saundatti, KA, India",,,,,,591126,Saundatti,,Savadatti taluku,Karnataka,KA,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Guruvayoor_ManhrBld_D (Kerala),Guruvayoor,ManhrBld,D,Kerala,10.5926405,76.0409236,"Guruvayoor Devaswom Hospital, Inner Ring Road, Mammiyoor, Guruvayur - 680101, KL, India",Guruvayoor Devaswom Hospital,,Inner Ring Road,Mammiyoor,,680101,Guruvayur,,Chavakkad,Kerala,KL,India,in,,0.16,0.16,0.7200000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tirur_PmthuKlm_D (Kerala),Tirur,PmthuKlm,D,Kerala,10.9166828,75.923986,"Tirur, KL, India",,,,,,676101,Tirur,,Tirur,Kerala,KL,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kozhikode_Central_H_4 (Kerala),Kozhikode,Central,H4,Kerala,11.265812,75.781302,"Central Library, Kozhikode - 673011, KL, India",Central Library,,,,,673011,Kozhikode,KZ,Kozhikode,Kerala,KL,India,in,,0.9,0.9,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mumbai_Panvel_D (Maharashtra),Mumbai,Panvel,D,Maharashtra,19.0564575,72.9512436,"Sion Panvel Highway, M/E Ward, Mumbai - 400094, MH, India",Sion Panvel Highway,,Sion Panvel Highway,M/E Ward,Zone 5,400094,Mumbai,,,Maharashtra,MH,India,in,,0.9,0.9,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kotputli_LXngrDPP_D (Rajasthan),Kotputli,LXngrDPP,D,Rajasthan,27.707172,76.1996447,"Kotputli, RJ, India",,,,,,303108,Kotputli,,Kotpuli Tehsil,Rajasthan,RJ,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Panipat_PC (Haryana),Panipat,,PC,Haryana,29.3912753,76.9771675,"Panipat, HR, India",,,,,,132100,Panipat,,Panipat,Haryana,HR,India,in,,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sonipat_AmzonDev_V (Haryana),Sonipat,AmzonDev,V,Haryana,28.9953758,77.0233627,"Sonipat, HR, India",,,,,,131001,Sonipat,,Sonipat,Haryana,HR,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Noida_Surajpur_DC (Uttar Pradesh),Noida,Surajpur,DC,Uttar Pradesh,28.5706333,77.3272147,"Dadri (Noida), UP, India",,,,,,201301,Noida,,Gautam Buddha Nagar,Uttar Pradesh,UP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Noida_Sector02_C (Uttar Pradesh),Noida,Sector02,C,Uttar Pradesh,28.5706333,77.3272147,"Dadri (Noida), UP, India",,,,,,201301,Noida,,Gautam Buddha Nagar,Uttar Pradesh,UP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Goa_ZuariNgr_IP (Goa),Goa,ZuariNgr,IP,Goa,,,,,,,,,,,,,,,,,,,,,,,
Faridabad_Blbgarh_DC (Haryana),Faridabad,Blbgarh,DC,Haryana,28.4031478,77.3105561,"Faridabad, HR, India",,,,,,121001,Faridabad,,Faridabad,Haryana,HR,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Araria_Wardn13_D (Bihar),Araria,Wardn13,D,Bihar,26.1346459,87.4654062,"Araria, BR, India",,,,,,854311,Araria,,Araria,Bihar,BR,India,in,,0.25,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Raniganj_Central_DPP_1 (Bihar),Raniganj,Central,DPP1,Bihar,26.0850923,87.2355105,"Raniganj, BR, India",,,,,,854334,Raniganj,,Raniganj,Bihar,BR,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Forbesganj_JhumanCk_D (Bihar),Forbesganj,JhumanCk,D,Bihar,26.3049106,87.2632847,"Forbesganj, BR, India",,,,,,854318,Forbesganj,,Forbesganj,Bihar,BR,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Simrahi_Bazar_D (Bihar),Simrahi,Bazar,D,Bihar,26.308902,86.8445435,"Simrahi, BR, India",,,,,,852111,Simrahi,,Raghopur,Bihar,BR,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Narpatganj_Central_DPP_1 (Bihar),Narpatganj,Central,DPP1,Bihar,26.3392041,87.1037915,"Narpatganj, BR, India",,,,,,854338,Narpatganj,,Narpatganj,Bihar,BR,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chennai_Poonamallee (Tamil Nadu),Chennai,,Poonamallee,Tamil Nadu,13.0836939,80.270186,"Chennai, TN, India",,,,,,600001,Chennai,,Chennai,Tamil Nadu,TN,India,in,,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chennai_Egmore_DPC (Tamil Nadu),Chennai,Egmore,DPC,Tamil Nadu,13.0728321,80.2576906,"Egmore, Chennai, TN, India",,,,Egmore,,600001,Chennai,,Chennai,Tamil Nadu,TN,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hyderabad_Tolichwk_I (Telangana),Hyderabad,Tolichwk,I,Telangana,,,,,,,,,,,,,,,,,,,,,,,
Dholi_WardNo4_D (Bihar),Dholi,WardNo4,D,Bihar,25.9971128,85.6052196,"Dholi, BR, India",,,,,,843121,Dholi,,Moraul,Bihar,BR,India,in,,0.25,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Samastipur_Haripur_D (Bihar),Samastipur,Haripur,D,Bihar,25.8596845,85.7839038,"Samastipur, BR, India",,,,,,848101,Samastipur,,Samastipur,Bihar,BR,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
HazratJandaha_HajiprRD_D (Bihar),HazratJandaha,HajiprRD,D,Bihar,,,,,,,,,,,,,,,,,,,,,,,
Kolkata_Narynpur_C (West Bengal),Kolkata,Narynpur,C,West Bengal,22.5726459,88.3638953,"Kolkata, WB, India",,,,,,,Kolkata,,Kolkata,West Bengal,WB,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rajamundry_AtoNgrRd_I (Andhra Pradesh),Rajamundry,AtoNgrRd,I,Andhra Pradesh,14.762005,78.874889,"Andhra Pradesh, India",Andhra Pradesh,,,,,,,,,Andhra Pradesh,AP,India,in,,0.25,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Mandapeta_Mainrd_D (Andhra Pradesh),Mandapeta,Mainrd,D,Andhra Pradesh,16.8634704,81.9300945,"Mandapeta, AP, India",,,,,,533308,Mandapeta,,Mandapeta,Andhra Pradesh,AP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Madhubani_Bardivan_D (Bihar),Madhubani,Bardivan,D,Bihar,,,,,,,,,,,,,,,,,,,,,,,
Jaynagar_Wardno6_D (Bihar),Jaynagar,Wardno6,D,Bihar,26.593736,86.135024,"Jainagar, MB, India",,,,,,,Jainagar,MB,Madhubani,Bihar,BR,India,in,,0.196875,,0.7875,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Sathupally_VidyaNGR_D (Telangana),Sathupally,VidyaNGR,D,Telangana,17.211431,80.8344943,"Sathupally, TG, India",,,,,,,Sathupally,,Sathupally mandal,Telangana,TG,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Berhampore_Central_I_2 (West Bengal),Berhampore,Central,I2,West Bengal,24.1044927,88.2510635,"Berhampore, WB, India",,,,,,742101,Berhampore,,Berhampore,West Bengal,WB,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Domkal_Central_D_2 (West Bengal),Domkal,Central,D2,West Bengal,24.1209008,88.5499213,"Domkal, WB, India",,,,,,742303,Domkal,,Domkal,West Bengal,WB,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nazirpur_Central_D_1 (West Bengal),Nazirpur,Central,D1,West Bengal,23.818789,88.30236,"Nazirpur, MU, India",,,,,,,Nazirpur,MU,Murshidabad,West Bengal,WB,India,in,,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Nowda_ArhamDPP_D (West Bengal),Nowda,ArhamDPP,D,West Bengal,24.822408,88.11503,"Nowda, Chari Anantapur, WB, India",Nowda,,,Nowda,,,Chari Anantapur,,Malda,West Bengal,WB,India,in,,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Nowda_AmtlaDPP_D (West Bengal),Nowda,AmtlaDPP,D,West Bengal,24.822408,88.11503,"Nowda, Chari Anantapur, WB, India",Nowda,,,Nowda,,,Chari Anantapur,,Malda,West Bengal,WB,India,in,,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Bhuj_DC (Gujarat),Bhuj,,DC,Gujarat,23.2472446,69.668339,"Bhuj, GJ, India",,,,,,370001,Bhuj,,Bhuj Taluka,Gujarat,GJ,India,in,,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chikmagalur_DC (Karnataka),Chikmagalur,,DC,Karnataka,13.318014,75.7738743,"Chikkamagaluru, KA, India",,,,,,577101,Chikkamagaluru,,Chikkamagaluru taluku,Karnataka,KA,India,in,,0.7071428571428572,,0.7071428571428572,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Anjar_DC (Gujarat),Anjar,,DC,Gujarat,23.1371834,71.289314,"Anjar, GJ, India",,,,,,,Anjar,,Halvad Taluka,Gujarat,GJ,India,in,,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chandigarh_Kharar_DC (Chandigarh),Chandigarh,Kharar,DC,Chandigarh,30.7334421,76.7797143,"Chandigarh, CH, India",,,,,,,Chandigarh,,Chandigarh,Chandigarh,CH,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chandigarh_Mullanpr_DC (Chandigarh),Chandigarh,Mullanpr,DC,Chandigarh,30.7334421,76.7797143,"Chandigarh, CH, India",,,,,,,Chandigarh,,Chandigarh,Chandigarh,CH,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pune_PC (Maharashtra),Pune,,PC,Maharashtra,18.5213738,73.8545071,"Pune, MH, India",,,,,,,Pune,,Pune District,Maharashtra,MH,India,in,,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hyderabad_South_D_4 (Telangana),Hyderabad,South,D4,Telangana,17.3548033,78.5695656,"South End Park Road, Ward 11 Nagole, Hyderabad - 500068, TG, India",South End Park Road,,South End Park Road,Ward 11 Nagole,Greater Hyderabad Municipal Corporation East Zone,500068,Hyderabad,,Saroornagar mandal,Telangana,TG,India,in,,0.81,0.81,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Osmanabad_Kakdepot_D (Maharashtra),Osmanabad,Kakdepot,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,,
Barshi_Kurduwdi_D (Maharashtra),Barshi,Kurduwdi,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,,
Noida_Sec 02_DPC (Uttar Pradesh),Noida,Sec 02,DPC,Uttar Pradesh,28.584398,77.33805,"02, sec 25 market, Noida - 110091, UP, India",,02,sec 25 market,,,110091,Noida,GB,Gautam Buddha Nagar,Uttar Pradesh,UP,India,in,0,0.405,0.81,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Khurja_Pnjbiyon_D (Uttar Pradesh),Khurja,Pnjbiyon,D,Uttar Pradesh,28.2532652,77.853916,"Khurja, UP, India",,,,,,203131,Khurja,,Khurja,Uttar Pradesh,UP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jewar_SJRoad_D (Uttar Pradesh),Jewar,SJRoad,D,Uttar Pradesh,28.123206,77.5571558,"Jewar, UP, India",,,,,,,Jewar,,Gautam Buddha Nagar,Uttar Pradesh,UP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pahasu_Kanongyn_D (Uttar Pradesh),Pahasu,Kanongyn,D,Uttar Pradesh,28.171963,78.063567,"Pahasu, UP, India",,,,,,202396,Pahasu,,Shikarpur,Uttar Pradesh,UP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
