original_original,original_city,original_area,original_abbreviation,original_state,lat,lon,formatted,district,housenumber,name,suburb,street,county_code,postcode,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
Ponnamaravathi_Puduvalvu_D (Tamil Nadu),Ponnamaravathi,Puduvalvu,D,Tamil Nadu,10.280006,78.536848,"Ponnamaravathi, TN, India",,,,,,,,Ponnamaravathi,Pudukkottai,Tamil Nadu,TN,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Khed_Mahad_D (Maharashtra),Khed,Mahad,D,Maharashtra,18.082609,73.436477,"Rural Hospital, Mahad, Mahad - 402307, MH, India",,,"Rural Hospital, Mahad",,,RG,402307,Mahad,Raigarh,Maharashtra,MH,India,in,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SrinagarUK_Srikot_D (Uttarakhand),SrinagarUK,Srikot,D,Uttarakhand,30.467376,78.634219,"Srikot, TG, India",,,,,,TG,,Srikot,Tehri Garhwal,Uttarakhand,UT,India,in,0.125,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Karnaprayag_Umalodge_D (Uttarakhand),Karnaprayag,Umalodge,D,Uttarakhand,30.259647,79.2170691,"Karnaprayag, UT, India",,,,,,,246444,Karnaprayag,Karnaprayag,Uttarakhand,UT,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chamoli_CGRoad_D (Uttarakhand),Chamoli,CGRoad,D,Uttarakhand,30.402708,79.333028,"Chamoli, CL, India",,,,,,CL,,Chamoli,Chamoli,Uttarakhand,UT,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Mysore_Yadvgiri_IP (Karnataka),Mysore,Yadvgiri,IP,Karnataka,12.3051828,76.6553609,"Mysuru, KA, India",,,,,,,570001,Mysuru,Mysuru taluk,Karnataka,KA,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hunsur_RatnaDPP_D (Karnataka),Hunsur,RatnaDPP,D,Karnataka,12.3035086,76.2928095,"Hunsur, KA, India",,,,,,,571105,Hunsur,Hunasuru taluk,Karnataka,KA,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gonikoppal_Thomas_D (Karnataka),Gonikoppal,Thomas,D,Karnataka,12.960452,77.636942,"Dr Thomas, Domlur, Bangalore - 560071, KA, India",East Bangalore,,Dr Thomas,Domlur,,BN,560071,Bangalore,Bangalore,Karnataka,KA,India,in,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
HDKote_BegurRD_D (Karnataka),HDKote,BegurRD,D,Karnataka,,,,,,,,,,,,,,,,,,,,,,
Hyderabad_Uppal_L (Telangana),Hyderabad,Uppal,L,Telangana,17.4025091,78.5612562,"Uppal, Hyderabad, TG, India",Greater Hyderabad Municipal Corporation East Zone,,,Uppal,,,500039,Hyderabad,Uppal mandal,Telangana,TG,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Noida_Sector63_L (Uttar Pradesh),Noida,Sector63,L,Uttar Pradesh,28.5706333,77.3272147,"Dadri (Noida), UP, India",,,,,,,201301,Noida,Gautam Buddha Nagar,Uttar Pradesh,UP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jasai_JNPT_D (Maharashtra),Jasai,JNPT,D,Maharashtra,18.9416676,73.0323323,"JNPT Road, Jasai, Jasai -, MH, India",Chirle,,JNPT Road,Jasai,JNPT Road,,,Jasai,Uran Taluka,Maharashtra,MH,India,in,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Koraput_GhtimDPP_D (Orissa),Koraput,GhtimDPP,D,Orissa,,,,,,,,,,,,,,,,,,,,,,
Jeypore_Kelasahi_D (Orissa),Jeypore,Kelasahi,D,Orissa,,,,,,,,,,,,,,,,,,,,,,
Tirupur_Koliplm_I (Tamil Nadu),Tirupur,Koliplm,I,Tamil Nadu,11.088007,77.346995,"Ars Hospitals - Tirupur, Tiruppur - 641604, TN, India",,,Ars Hospitals - Tirupur,,,TP,641604,Tiruppur,Tiruppur,Tamil Nadu,TN,India,in,0,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Shrirampur_DavkharRd_D (Maharashtra),Shrirampur,DavkharRd,D,Maharashtra,19.618081,74.659651,"Shrirampur, AH, India",,,,,,AH,,Shrirampur,Ahmednagar,Maharashtra,MH,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Shirdi_SaiBansi_D (Maharashtra),Shirdi,SaiBansi,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
Kopargaon_NkshtrPz_D (Maharashtra),Kopargaon,NkshtrPz,D,Maharashtra,19.885,74.4762,"Kopargaon, MH, India",,,,,,,423601,Kopargaon,Kopargaon,Maharashtra,MH,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vaijiapur_YeolaRD_D (Maharashtra),Vaijiapur,YeolaRD,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
Kotdwara_Nzbadrd_D (Uttarakhand),Kotdwara,Nzbadrd,D,Uttarakhand,29.74537,78.506032,"Kotdwara, UT, India",,,,,,,,Kotdwara,Pauri Garhwal,Uttarakhand,UT,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Barjora_Central_DPP_1 (West Bengal),Barjora,Central,DPP1,West Bengal,23.4258934,87.289849,"Barjora, WB, India",,,,,,,722202,Barjora,Barjora,West Bengal,WB,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bankura_KeranDPP_D (West Bengal),Bankura,KeranDPP,D,West Bengal,23.235601,87.0660229,"Bankura, WB, India",,,,,,,722101,Bankura,Bankura - I,West Bengal,WB,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hiriyur_TahurDPP_D (Karnataka),Hiriyur,TahurDPP,D,Karnataka,,,,,,,,,,,,,,,,,,,,,,
Chomu_ShsmlDPP_D (Rajasthan),Chomu,ShsmlDPP,D,Rajasthan,27.168598,75.723179,"Chomu, RJ, India",,,,,,,,Chomu,Jaipur,Rajasthan,RJ,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Reengus_Shop2DPP_D (Rajasthan),Reengus,Shop2DPP,D,Rajasthan,27.43553,75.52656,"Reengus, SK, India",,,,,,SK,,Reengus,Sikar,Rajasthan,RJ,India,in,0.5,1,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Sikar_FatehpRd_I (Rajasthan),Sikar,FatehpRd,I,Rajasthan,27.6091864,75.1395503,"Sikar, RJ, India",,,,,,,332001,Sikar,Sikar Tehsil,Rajasthan,RJ,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bikaner_ITICollg_L (Rajasthan),Bikaner,ITICollg,L,Rajasthan,28.0159286,73.3171367,"Bikaner, RJ, India",,,,,,,334001,Bikaner,Bikaner Tehsil,Rajasthan,RJ,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Didwana_KatlaDPP_D (Rajasthan),Didwana,KatlaDPP,D,Rajasthan,,,,,,,,,,,,,,,,,,,,,,
Sujangarh_LdnunDPP_D (Rajasthan),Sujangarh,LdnunDPP,D,Rajasthan,27.7018278,74.468707,"Sujangarh, RJ, India",,,,,,,331507,Sujangarh,Sujangarh Tehsil,Rajasthan,RJ,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bhadrak_Central_I_2 (Orissa),Bhadrak,Central,I2,Orissa,21.063298,86.505182,"Bhadrak, BH, India",,,,,,BH,,Bhadrak,Bhadrak,Odisha,OR,India,in,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Kendujhar_Sirjudin_D (Orissa),Kendujhar,Sirjudin,D,Orissa,,,,,,,,,,,,,,,,,,,,,,
Karanjia_Sarubali_D (Orissa),Karanjia,Sarubali,D,Orissa,21.92407,85.86754,"Sarubāli, MY, India",,,,,,MY,,Sarubāli,Mayurbhanj,Odisha,OR,India,in,0,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Paota_SmClyDPP_D (Rajasthan),Paota,SmClyDPP,D,Rajasthan,26.604081,76.904451,"Paota, RJ, India",,,,,,,,Paota,Sawai Madhopur,Rajasthan,RJ,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Vizag_Gajuwaka (Andhra Pradesh),Vizag,,Gajuwaka,Andhra Pradesh,17.717661,83.329888,"Love Vizag, Visakhapatnam - 530001, AP, India",,,Love Vizag,,,VS,530001,Visakhapatnam,Visakhapatnam,Andhra Pradesh,AP,India,in,0.9,0.9,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chodavaram_BaljiDPP_D (Andhra Pradesh),Chodavaram,BaljiDPP,D,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,
Golaghat_BaruaRd_D (Assam),Golaghat,BaruaRd,D,Assam,26.5108262,93.9743686,"Golaghat, AS, India",,,,,,,785621,Golaghat,Golaghat,Assam,AS,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sivasagar_Babupaty_D (Assam),Sivasagar,Babupaty,D,Assam,26.9834936,94.6394226,"Sivasagar, AS, India",,,,,,,785600,Sivasagar,Sibsagar,Assam,AS,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Varanasi_MahmurGj_IP (Uttar Pradesh),Varanasi,MahmurGj,IP,Uttar Pradesh,25.3356491,83.0076292,"Varanasi, UP, India",,,,,,,221001,Varanasi,Sadar,Uttar Pradesh,UP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Warangal_Central_D_2 (Telangana),Warangal,Central,D2,Telangana,17.984412,79.530181,"Central Library, NITW, Kazipet - 506004, TG, India",,,"Central Library, NITW",,,WA,506004,Kazipet,Warangal,Telangana,TG,India,in,0.81,1,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Husnabad_Greenmkt_D (Telangana),Husnabad,Greenmkt,D,Telangana,18.128134,79.209404,"Husnabad, TG, India",,,,,,,,Husnabad,Karimnagar,Telangana,TG,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Jammikunta_ConduDPP_D (Telangana),Jammikunta,ConduDPP,D,Telangana,,,,,,,,,,,,,,,,,,,,,,
Hyderabad_Tolichwk_L (Telangana),Hyderabad,Tolichwk,L,Telangana,,,,,,,,,,,,,,,,,,,,,,
Thirthahalli_NadthiCx_D (Karnataka),Thirthahalli,NadthiCx,D,Karnataka,,,,,,,,,,,,,,,,,,,,,,
Koppa_Sangetha_D (Karnataka),Koppa,Sangetha,D,Karnataka,,,,,,,,,,,,,,,,,,,,,,
Kanti_Central_DPP_2 (Bihar),Kanti,Central,DPP2,Bihar,26.2145449,85.2981785,"Kanti, BR, India",,,,,,,843109,Kanti,Kanti,Bihar,BR,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Saraiya_Wardno4_D (Bihar),Saraiya,Wardno4,D,Bihar,26.0351042,85.1493323,"Saraiya, BR, India",,,,,,,843141,Saraiya,Saraiya,Bihar,BR,India,in,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vinukonda_Kothapet_D (Andhra Pradesh),Vinukonda,Kothapet,D,Andhra Pradesh,16.0522252,79.7421271,"Vinukonda, AP, India",,,,,,,522647,Vinukonda,Vinukonda,Andhra Pradesh,AP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Banka_Wardno6_D (Bihar),Banka,Wardno6,D,Bihar,24.8810826,86.9197693,"Banka, BR, India",,,,,,,,Banka,Banka,Bihar,BR,India,in,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bhagalpur_Pbroad_DC (Bihar),Bhagalpur,Pbroad,DC,Bihar,25.2494829,86.9828131,"Bhagalpur, BR, India",,,,,,,812002,Bhagalpur,Jagdishpur,Bihar,BR,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kadthal_GndhiDPP_D (Telangana),Kadthal,GndhiDPP,D,Telangana,16.983873,78.500309,"Kadthal, TG, India",,,,,,,,Kadthal,Mahbubnagar,Telangana,TG,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Kalwakurthy_VidyaNGR_D (Telangana),Kalwakurthy,VidyaNGR,D,Telangana,16.6721316,78.4880729,"Kalwakurthy, TG, India",,,,,,,509234,Kalwakurthy,Kalwakurthy mandal,Telangana,TG,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Devarakonda_DindiRD_D (Telangana),Devarakonda,DindiRD,D,Telangana,16.6931795,78.9147252,"Devarakonda, TG, India",,,,,,,508248,Devarakonda,Devarakonda mandal,Telangana,TG,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Haliya_PeroorRD_D (Telangana),Haliya,PeroorRD,D,Telangana,16.780157,79.32359,"Haliya, Kothapalle - 508377, TG, India",,,Haliya,,,NA,508377,Kothapalle,Nalgonda,Telangana,TG,India,in,0,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bengaluru_Kadugodi_D (Karnataka),Bengaluru,Kadugodi,D,Karnataka,13.0044493,77.7569686,"Belathuru, Kadugodi Main Road, Kadugodi, Belthur - 560067, KA, India",,,Belathuru,Kadugodi,Kadugodi Main Road,,560067,Belthur,Bangalore East,Karnataka,KA,India,in,0.6,0.6666666666666666,0.6,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hoskote_DC (Karnataka),Hoskote,,DC,Karnataka,13.073014,77.7921381,"Hoskote, KA, India",,,,,,,562114,Hoskote,Hosakote taluk,Karnataka,KA,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nalgonda_HydRoad_DC (Telangana),Nalgonda,HydRoad,DC,Telangana,18.53409,78.94325,"Nalgonda, Thadagonda, KA, India",,,Nalgonda,Nalgonda,,KA,,Thadagonda,Karimnagar,Telangana,TG,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Pune_North_D_3 (Maharashtra),Pune,North,D3,Maharashtra,18.5392705,73.8998444,"North Main Road, Ghorpuri, Pune - 411037, MH, India",,,North Main Road,Ghorpuri,North Main Road,,411037,Pune,Pune District,Maharashtra,MH,India,in,0.9,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sindagi_KalyanNg_D (Karnataka),Sindagi,KalyanNg,D,Karnataka,16.900761,76.246931,"Sindagi Bypass, - 586128, KA, India",,,,,Sindagi Bypass,BJ,586128,,Bijapur,Karnataka,KA,India,in,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Indi_SindgiRD_D (Karnataka),Indi,SindgiRD,D,Karnataka,17.1744599,75.9553764,"Indi, KA, India",,,,,,,586200,Indi,Indi taluku,Karnataka,KA,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Aland_RazaviRd_D (Karnataka),Aland,RazaviRd,D,Karnataka,17.564867,76.565499,"Aland, GB, India",,,,,,GB,,Aland,Gulbarga,Karnataka,KA,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Katihar_Central_D_2 (Bihar),Katihar,Central,D2,Bihar,25.5433817,87.5690417,"Katihar, BR, India",,,,,,,854101,Katihar,Katihar,Bihar,BR,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gudivada_GvrCompx_D (Andhra Pradesh),Gudivada,GvrCompx,D,Andhra Pradesh,16.4329,81.01909,"Gudivada, KR, India",,,,,,KR,,Gudivada,Krishna,Andhra Pradesh,AP,India,in,0.5,1,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Lucknow_Hub (Uttar Pradesh),Lucknow,,Hub,Uttar Pradesh,26.8381,80.9346001,"Lucknow, UP, India",,,,,,,226027,Lucknow,Lucknow,Uttar Pradesh,UP,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sandur_WrdN1DPP_D (Karnataka),Sandur,WrdN1DPP,D,Karnataka,15.08613,76.54692,"Sandūr, BL, India",,,,,,BL,,Sandūr,Bellary,Karnataka,KA,India,in,0.5,1,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Fatehpur_Kotwali_D (Uttar Pradesh),Fatehpur,Kotwali,D,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,
Banda_GayatriN_D (Uttar Pradesh),Banda,GayatriN,D,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,
Mahoba_Mlkpura_D (Uttar Pradesh),Mahoba,Mlkpura,D,Uttar Pradesh,25.2886851,79.8792071,"Mahoba, UP, India",,,,,,,210427,Mahoba,Mahoba,Uttar Pradesh,UP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ooty_Davisdle_D (Tamil Nadu),Ooty,Davisdle,D,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
Mahabubnagar_DC (Telangana),Mahabubnagar,,DC,Telangana,16.745847599999998,77.99366805028575,"Motor Line Mahabubnagar, Mahbubnagar, TG, India",Motor Line Mahabubnagar,,,,,,509001,Mahbubnagar,Mahabubnagar_Urban mandal,Telangana,TG,India,in,0.825,0.825,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bijnapally_nagar_D (Telangana),Bijnapally,nagar,D,Telangana,19.394147,78.620864,"Mutyampet - Gokul Nagar, -, TG, India",,,,,Mutyampet - Gokul Nagar,AD,,,Adilabad,Telangana,TG,India,in,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jadcherla_Badeplly_D (Telangana),Jadcherla,Badeplly,D,Telangana,16.7699159,78.1377227,"Jadcherla, TG, India",,,,,,,509301,Jadcherla,Jadcherla mandal,Telangana,TG,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Shindkheda_KakaCplx_D (Maharashtra),Shindkheda,KakaCplx,D,Maharashtra,21.270921,74.745656,"Shindkheda, MH, India",,,,,,,425406,Shindkheda,Shindkheda Taluka,Maharashtra,MH,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Narnaul_DC (Haryana),Narnaul,,DC,Haryana,28.0438456,76.1062015,"Narnaul, HR, India",,,,,,,123001,Narnaul,Narnaul,Haryana,HR,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chhibramau_Bhainpura_D (Uttar Pradesh),Chhibramau,Bhainpura,D,Uttar Pradesh,27.1493493,79.5030602,"Chhibramau, UP, India",,,,,,,209721,Chhibramau,Chhibramau,Uttar Pradesh,UP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Aliganj_KaimgnjRD_D (Uttar Pradesh),Aliganj,KaimgnjRD,D,Uttar Pradesh,27.494234,79.170519,"Aliganj, EA, India",,,,,,EA,,Aliganj,Etah,Uttar Pradesh,UP,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Kishangarh_Central_D_2 (Rajasthan),Kishangarh,Central,D2,Rajasthan,26.5741,74.86685,"Kishangarh, AJ, India",,,,,,AJ,,Kishangarh,Ajmer,Rajasthan,RJ,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Parbatsar_AjmhwDPP_D (Rajasthan),Parbatsar,AjmhwDPP,D,Rajasthan,26.8870975,74.7653124,"Parbatsar, RJ, India",,,,,,,341512,Parbatsar,Parbatsar Tehsil,Rajasthan,RJ,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Aurangabad_Pratpngr_D (Maharashtra),Aurangabad,Pratpngr,D,Maharashtra,19.877263,75.3390241,"Chhatrapati Sambhajinagar, MH, India",,,,,,,431002,Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,Maharashtra,MH,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mumbai_Chndivli_D (Maharashtra),Mumbai,Chndivli,D,Maharashtra,19.054999,72.8692035,"Mumbai, MH, India",,,,,,,,Mumbai,,Maharashtra,MH,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Naugchia_Vijayght_D (Bihar),Naugchia,Vijayght,D,Bihar,,,,,,,,,,,,,,,,,,,,,,
Chakia_Wardno10_D (Bihar),Chakia,Wardno10,D,Bihar,26.41598,85.04665,"Chākia, EC, India",,,,,,EC,,Chākia,East Champaran,Bihar,BR,India,in,0.25,1,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Jalgaon_DC (Maharashtra),Jalgaon,,DC,Maharashtra,19.8356018,76.0516018,"Jalgaon, MH, India",,,,,,,,Jalgaon,Jalna,Maharashtra,MH,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bhusawal_Samarth_D (Maharashtra),Bhusawal,Samarth,D,Maharashtra,21.04572,75.7808079,"Bhusawal, MH, India",,,,,,,425200,Bhusawal,Bhusawal,Maharashtra,MH,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Raver_Truptingr_D (Maharashtra),Raver,Truptingr,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
Burhanpur_StRoad_D (Madhya Pradesh),Burhanpur,StRoad,D,Madhya Pradesh,21.3118839,76.2291992,"Burhanpur, MP, India",,,,,,,450331,Burhanpur,Burhanpur Nagar Tahsil,Madhya Pradesh,MP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sivaganga_Wardno3_D (Tamil Nadu),Sivaganga,Wardno3,D,Tamil Nadu,9.8486881,78.4870461,"Sivaganga, TN, India",,,,,,,623560,Sivaganga,Sivaganga,Tamil Nadu,TN,India,in,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Avinashi_Valluvar_D (Tamil Nadu),Avinashi,Valluvar,D,Tamil Nadu,11.1907212,77.266879,"Avinashi, TN, India",,,,,,,641654,Avinashi,Avanashi,Tamil Nadu,TN,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nashik_TgrniaRD_I (Maharashtra),Nashik,TgrniaRD,I,Maharashtra,20.0112475,73.7902364,"Nashik, MH, India",,,,,,,422001,Nashik,Nashik Taluka,Maharashtra,MH,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
PNQ Pashan DPC (Maharashtra),PNQ,Pashan,DPC,Maharashtra,18.537539,73.79627,"Pashan-Bavdhan Road, Aundh, Pune - 411045, MH, India",Aundh,,,,Pashan-Bavdhan Road,PU,411045,Pune,Pune,Maharashtra,MH,India,in,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gomoh_KhsmiDPP_D (Jharkhand),Gomoh,KhsmiDPP,D,Jharkhand,23.8735307,86.151587,"Gomoh, JH, India",,,,,,,828401,Gomoh,Topchanchi,Jharkhand,JH,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilimora_DC (Gujarat),Bilimora,,DC,Gujarat,20.7671693,72.9693451,"Bilimora, GJ, India",,,,,,,396321,Bilimora,Gandevi Taluka,Gujarat,GJ,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vansda_CikhliRD_D (Gujarat),Vansda,CikhliRD,D,Gujarat,20.7610628,73.3636561,"Vansda, GJ, India",,,,,,,396580,Vansda,Vansda Taluka,Gujarat,GJ,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bijapur_KirtiNgr_D (Karnataka),Bijapur,KirtiNgr,D,Karnataka,,,,,,,,,,,,,,,,,,,,,,
Mokokchung_Central_D_1 (Nagaland),Mokokchung,Central,D1,Nagaland,26.41303,94.533122,"Central Silk Board Office, Mopungchuket - 798617, NL, India",,,Central Silk Board Office,,,MK,798617,Mopungchuket,Mokokchung,Nagaland,NL,India,in,0.7290000000000001,1,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Barauli_SiwanRd_D (Bihar),Barauli,SiwanRd,D,Bihar,26.3826047,84.5867014,"Barauli, BR, India",,,,,,,841405,Barauli,Barauli,Bihar,BR,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nandyal_SrnvsNgr_D (Andhra Pradesh),Nandyal,SrnvsNgr,D,Andhra Pradesh,15.475632,78.480557,"Nandyal, KU, India",,,,,,KU,,Nandyal,Kurnool,Andhra Pradesh,AP,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Tulsipur_Central_DPP_1 (Uttar Pradesh),Tulsipur,Central,DPP1,Uttar Pradesh,27.5337104,82.4165115,"Tulsipur, UP, India",,,,,,,271208,Tulsipur,Tulsipur,Uttar Pradesh,UP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Navsari_DC (Gujarat),Navsari,,DC,Gujarat,20.952407,72.9323831,"Navsari, GJ, India",,,,,,,396400,Navsari,Navsari Taluka,Gujarat,GJ,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Valsad_DC (Gujarat),Valsad,,DC,Gujarat,20.6067767,72.9272881,"Valsad, GJ, India",,,,,,,395125,Valsad,Valsad Taluka,Gujarat,GJ,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Manapparai_BypassRd_D (Tamil Nadu),Manapparai,BypassRd,D,Tamil Nadu,10.6082305,78.4231246,"Manapparai, TN, India",,,,,,,621306,Manapparai,Manapparai,Tamil Nadu,TN,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Melur_MduraiRD_D (Tamil Nadu),Melur,MduraiRD,D,Tamil Nadu,11.296735,76.697846,"Melur, NI, India",,,,,,NI,,Melur,Nilgiris,Tamil Nadu,TN,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Lakhnadon_Central_DPP_1 (Madhya Pradesh),Lakhnadon,Central,DPP1,Madhya Pradesh,22.6011662,79.609125,"Samnapur, Lakhnadon, MP, India",Samnapur,,,,,,,Lakhnadon,Lakhnadon Tahsil,Madhya Pradesh,MP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Seoni_Kidwai_D (Madhya Pradesh),Seoni,Kidwai,D,Madhya Pradesh,22.0910049,79.5507791,"Seoni, MP, India",,,,,,,480600,Seoni,Seoni Tahsil,Madhya Pradesh,MP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
